sheet,state_name,constituency_name,number_of_polling_stations,dates_polling,dates_counting,dates_results,result_winner_name,result_winner_party,result_winner_votes,result_runner_up_name,result_runner_up_party,result_runner_up_votes,result_margin,candidate_Nominated_m,candidate_Nomination Rejected_m,candidate_Withdrawn_m,candidate_Contested_m,candidate_Forfeited Deposit_m,candidate_Nominated_w,candidate_Nomination Rejected_w,candidate_Withdrawn_w,candidate_Contested_w,candidate_Forfeited Deposit_w,candidate_Nominated_t,candidate_Nomination Rejected_t,candidate_Withdrawn_t,candidate_Contested_t,candidate_Forfeited Deposit_t,candidate_Nominated_total,candidate_Nomination Rejected_total,candidate_Withdrawn_total,candidate_Contested_total,candidate_Forfeited Deposit_total,elector_General_m,elector_OverSeas_m,elector_Service_m,elector_Total_m,elector_General_w,elector_OverSeas_w,elector_Service_w,elector_Total_w,elector_General_t,elector_OverSeas_t,elector_Service_t,elector_Total_t,elector_General_total,elector_OverSeas_total,elector_Service_total,elector_Total_total,voter_General_m,voter_Overseas_m,voter_Proxy_m,voter_Postal_m,voter_Total_m,voter_Votes Rejected due to other Reason_m,voter_POLLING PERCENTAGE_m,voter_General_w,voter_Overseas_w,voter_Proxy_w,voter_Postal_w,voter_Total_w,voter_Votes Rejected due to other Reason_w,voter_POLLING PERCENTAGE_w,voter_General_t,voter_Overseas_t,voter_Proxy_t,voter_Postal_t,voter_Total_t,voter_Votes Rejected due to other Reason_t,voter_POLLING PERCENTAGE_t,voter_General_total,voter_Overseas_total,voter_Proxy_total,voter_Postal_total,voter_Total_total,voter_Votes Rejected due to other Reason_total,voter_POLLING PERCENTAGE_total,votes_Total Votes Polled On EVM,votes_Total Deducted Votes From EVM,votes_Total Valid Votes polled on EVM,votes_Postal Votes Counted,votes_Postal Votes Deducted,votes_Valid Postal Votes,votes_Total Valid Votes Polled,votes_Test Votes polled On EVM,votes_Votes Polled for 'NOTA'(Including Postal),votes_Tendered Votes
S25-38,West Bengal-S25,Bardhaman Purba-SC,1919,29/04/2019,23/05/2019,23/05/2019,SUNIL KUMAR MONDAL,All India Trinamool Congress,640834,PARESH CHANDRA DAS,Bharatiya Janata Party,551523,89311,7,NA,0,7,5,0,0,0,0,0,0,0,0,0,0,7,0,0,7,5,868090,NA,1519,869609,828393,0,42,828435,45,0,0,45,1696528,0,1561,1698089,731115,0,NA,NA,NA,NA,NA,706739,0,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,1437864,0,0,1739,1439603,0,84.760000000000005,1437864,10747,1427117,1739,330,1409,1428526,0,10760,5
S25-39,West Bengal-S25,Bardhaman Durgapur-GEN,2006,29/04/2019,23/05/2019,23/05/2019,S.S AHLUWALIA,Bharatiya Janata Party,598376,DR. MAMTAZ SANGHAMITA,All India Trinamool Congress,595937,2439,4,NA,0,4,3,2,0,0,2,1,0,0,0,0,0,6,0,0,6,4,880677,NA,1081,881758,851727,0,66,851793,27,0,0,27,1732431,0,1147,1733578,738241,0,NA,NA,NA,NA,NA,693229,0,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,1431475,0,0,1714,1433189,0,82.659999999999997,1431475,18526,1412949,1714,196,1518,1414467,0,18540,2
S25-40,West Bengal-S25,Asansol-GEN,1860,29/04/2019,23/05/2019,23/05/2019,BABUL SUPRIYO,Bharatiya Janata Party,633378,MOON MOON SEN,All India Trinamool Congress,435741,197637,9,NA,0,9,8,2,0,1,1,0,0,0,0,0,0,11,0,1,10,8,842781,NA,902,843683,772092,0,46,772138,44,0,0,44,1614917,0,948,1615865,664991,0,NA,NA,NA,NA,NA,572239,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1237232,0,0,919,1238151,0,76.620000000000005,1237232,14432,1222800,919,31,888,1223688,0,14447,15
S25-41,West Bengal-S25,Bolpur-SC,1957,29/04/2019,23/05/2019,23/05/2019,ASIT KUMAR MAL,All India Trinamool Congress,699171,DAS RAMPRASAD,Bharatiya Janata Party,592769,106402,7,NA,0,7,5,0,0,0,0,0,0,0,0,0,0,7,0,0,7,5,869828,1,2642,872471,832514,0,64,832578,24,0,0,24,1702366,1,2706,1705073,747330,0,NA,NA,NA,NA,NA,711617,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1458949,0,0,2980,1461929,0,85.700000000000003,1458949,12265,1446684,2980,673,2307,1448991,0,12278,3
S25-42,West Bengal-S25,Birbhum-GEN,1908,29/04/2019,23/05/2019,23/05/2019,SATABDI ROY,All India Trinamool Congress,654077,DUDH KUMAR MONDAL,Bharatiya Janata Party,565153,88924,8,NA,1,7,6,2,0,0,2,1,0,0,0,0,0,10,0,1,9,7,860967,4,2300,863271,835865,3,61,835929,19,0,0,19,1696851,7,2361,1699219,743725,0,NA,NA,NA,NA,NA,703397,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1447123,0,0,2985,1450108,0,85.299999999999997,1447123,12307,1434816,2985,696,2289,1437105,0,12318,5
S26-1,Chhattisgarh-S26,SARGUJA-ST,2153,23/04/2019,23/05/2019,23/05/2019,Renuka Singh Saruta,Bharatiya Janata Party,663711,Khel Sai Singh,Indian National Congress,505838,157873,8,1,0,7,6,3,0,0,3,2,0,0,0,0,0,11,1,0,10,8,829398,NA,1383,830781,824407,0,34,824441,17,0,0,17,1653822,0,1417,1655239,648612,0,NA,NA,NA,NA,NA,629773,0,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,1278392,0,0,2824,1281216,0,77.370000000000005,1278392,29253,1249139,2824,539,2285,1251424,0,29265,0
S26-2,Chhattisgarh-S26,RAIGARH-ST,2327,23/04/2019,23/05/2019,23/05/2019,GOMATI SAI,Bharatiya Janata Party,658335,LALJEET SINGH RATHIA,Indian National Congress,592308,66027,11,NA,0,11,10,3,0,0,3,2,0,0,0,0,0,14,0,0,14,12,863317,2,2056,865375,868308,0,94,868402,28,0,0,28,1731653,2,2150,1733805,671128,0,NA,NA,NA,NA,NA,675724,0,NA,NA,NA,NA,NA,11,0,NA,NA,NA,NA,NA,1346863,0,0,3878,1350741,0,77.870000000000005,1346863,15720,1331143,3878,626,3252,1334395,0,15729,10
S26-3,Chhattisgarh-S26,JANJGIR-CHAMPA-SC,2172,23/04/2019,23/05/2019,23/05/2019,GUHARAM AJGALLEY,Bharatiya Janata Party,572790,RAVI PARASRAM BHARDWAJ,Indian National Congress,489535,83255,13,NA,3,10,8,5,0,0,5,5,0,0,0,0,0,18,0,3,15,13,964113,NA,1863,965976,931094,0,39,931133,25,0,0,25,1895232,0,1902,1897134,635661,0,NA,NA,NA,NA,NA,607315,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,1242980,0,0,5494,1248474,0,65.760000000000005,1242980,9952,1233028,5494,853,4641,1237669,0,9981,0
S26-4,Chhattisgarh-S26,KORBA-GEN,2008,23/04/2019,23/05/2019,23/05/2019,JYOTSNA CHARANDAS MAHANT,Indian National Congress,523310,JYOTI NAND DUBEY,Bharatiya Janata Party,497061,26249,18,2,4,12,11,2,0,1,1,0,0,0,0,0,0,20,2,5,13,11,758198,NA,1027,759225,749526,0,34,749560,55,0,0,55,1507779,0,1061,1508840,574105,0,NA,NA,NA,NA,NA,560913,0,NA,NA,NA,NA,NA,18,0,NA,NA,NA,NA,NA,1135036,0,0,2387,1137423,0,75.349999999999994,1135036,19292,1115744,2387,533,1854,1117598,0,19305,18
S26-5,Chhattisgarh-S26,BILASPUR-GEN,2221,23/04/2019,23/05/2019,23/05/2019,ARUN SAO,Bharatiya Janata Party,634559,ATAL SHRIVASTAV,Indian National Congress,492796,141763,25,NA,2,23,21,2,0,0,2,2,0,0,0,0,0,27,0,2,25,23,952657,NA,1002,953659,923156,0,47,923203,91,0,0,91,1875904,0,1049,1876953,623184,0,NA,NA,NA,NA,NA,584177,0,NA,NA,NA,NA,NA,22,0,NA,NA,NA,NA,NA,1207383,0,0,2878,1210261,0,64.439999999999998,1207383,4356,1203027,2878,836,2042,1205069,0,4365,13
S26-6,Chhattisgarh-S26,RAJNANDGAON-GEN,2322,18/04/2019,23/05/2019,23/05/2019,SANTOSH PANDEY,Bharatiya Janata Party,662387,BHOLA RAM SAHU,Indian National Congress,550421,111966,20,5,5,10,8,4,0,0,4,4,0,0,0,0,0,24,5,5,14,12,858203,NA,946,859149,857283,0,21,857304,6,0,0,6,1715492,0,967,1716459,663568,0,NA,NA,NA,NA,NA,640925,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,1304496,0,0,3382,1307878,0,76.150000000000006,1304496,19423,1285073,3382,858,2524,1287597,0,19436,5
S26-7,Chhattisgarh-S26,DURG-GEN,2183,23/04/2019,23/05/2019,23/05/2019,VIJAY BAGHEL,Bharatiya Janata Party,849374,PRATIMA CHANDRAKAR,Indian National Congress,457396,391978,24,2,4,18,17,3,0,0,3,2,0,0,0,0,0,27,2,4,21,19,976652,NA,1866,978518,961601,0,84,961685,66,0,0,66,1938319,0,1950,1940269,715194,0,NA,NA,NA,NA,NA,674156,0,NA,NA,NA,NA,NA,11,0,NA,NA,NA,NA,NA,1389361,0,0,3358,1392719,0,71.739999999999995,1389361,4250,1385111,3358,744,2614,1387725,0,4271,18
S26-8,Chhattisgarh-S26,RAIPUR-GEN,2343,23/04/2019,23/05/2019,23/05/2019,Sunil Kumar Soni,Bharatiya Janata Party,837902,Pramod Dubey,Indian National Congress,489664,348238,30,6,1,23,21,2,0,0,2,2,0,0,0,0,0,32,6,1,25,23,1071920,1,610,1072531,1038885,1,24,1038910,297,0,0,297,2111102,2,634,2111738,721979,0,NA,NA,NA,NA,NA,671279,0,NA,NA,NA,NA,NA,33,0,NA,NA,NA,NA,NA,1393291,0,0,3851,1397142,0,66.120000000000005,1393291,4276,1389015,3851,908,2943,1391958,0,4292,42
S26-9,Chhattisgarh-S26,MAHASAMUND-GEN,2140,18/04/2019,23/05/2019,23/05/2019,CHUNNI LAL SAHU,Bharatiya Janata Party,616580,DHANENDRA SAHU,Indian National Congress,526069,90511,18,4,1,13,11,0,0,0,0,0,0,0,0,0,0,18,4,1,13,11,812761,NA,927,813688,824219,0,22,824241,22,0,0,22,1637002,0,949,1637951,617513,0,NA,NA,NA,NA,NA,602242,0,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,1219760,0,0,3007,1222767,0,74.629999999999995,1219760,21218,1198542,3007,455,2552,1201094,0,21241,17
S26-10,Chhattisgarh-S26,BASTAR-ST,1879,11/04/2019,23/05/2019,23/05/2019,DEEPAK BAIJ,Indian National Congress,402527,BAIDU RAM KASHYAP,Bharatiya Janata Party,363545,38982,8,1,0,7,5,0,0,0,0,0,0,0,0,0,0,8,1,0,7,5,662385,NA,1024,663409,715509,0,163,715672,41,0,0,41,1377935,0,1187,1379122,444689,0,NA,NA,NA,NA,NA,465274,0,NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,909975,0,0,3786,913761,0,66.189999999999998,909975,41656,868319,3786,926,2860,871179,0,41667,6
S26-11,Chhattisgarh-S26,KANKER-ST,2022,18/04/2019,23/05/2019,23/05/2019,MOHAN MANDAVI,Bharatiya Janata Party,546233,BIRESH THAKUR,Indian National Congress,539319,6914,10,NA,1,9,7,2,1,1,0,0,0,0,0,0,0,12,1,2,9,7,767356,NA,3894,771250,787608,0,63,787671,31,0,0,31,1554995,0,3957,1558952,577274,0,NA,NA,NA,NA,NA,577547,0,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,1154829,0,0,5414,1160243,0,74.359999999999999,1154829,26692,1128137,5414,1071,4343,1132480,0,26713,5
S27-1,Jharkhand-S27,Rajmahal-ST,2020,19/05/2019,23/05/2019,23/05/2019,VIJAY KUMAR HANSDAK,Jharkhand Mukti Morcha,507830,HEMLAL MURMU,Bharatiya Janata Party,408635,99195,14,1,1,12,10,2,0,0,2,2,0,0,0,0,0,16,1,1,14,12,741411,NA,898,742309,712091,0,27,712118,9,0,0,9,1453511,0,925,1454436,528919,0,NA,NA,NA,NA,NA,516393,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1045312,0,0,2541,1047853,0,72.030000000000001,1045312,12898,1032414,2541,217,2324,1034738,0,12919,0
S27-2,Jharkhand-S27,Dumka-ST,1891,19/05/2019,23/05/2019,23/05/2019,SUNIL SOREN,Bharatiya Janata Party,484923,SHIBU SOREN,Jharkhand Mukti Morcha,437333,47590,14,1,0,13,11,2,0,0,2,2,0,0,0,0,0,16,1,0,15,13,718046,NA,914,718960,678255,0,31,678286,7,0,0,7,1396308,0,945,1397253,518137,0,NA,NA,NA,NA,NA,505399,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1023538,0,0,2443,1025981,0,73.430000000000007,1023538,14365,1009173,2443,44,2399,1011572,0,14396,0
S27-3,Jharkhand-S27,Godda-GEN,2347,19/05/2019,23/05/2019,23/05/2019,Nishikant Dubey,Bharatiya Janata Party,637610,Pradeep Yadav,Jharkhand Vikas Morcha (Prajatantrik),453383,184227,25,13,0,12,10,1,0,0,1,1,0,0,0,0,0,26,13,0,13,11,905082,3,1857,906942,809772,1,47,809820,4,0,0,4,1714858,4,1904,1716766,610174,0,NA,NA,NA,NA,NA,578795,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1188969,0,0,5374,1194343,0,69.549999999999997,1188969,18650,1170319,5374,340,5034,1175353,0,18683,0
S27-4,Jharkhand-S27,Chatra-GEN,1899,29/04/2019,23/05/2019,23/05/2019,SUNIL KUMAR SINGH,Bharatiya Janata Party,528077,MANOJ KUMAR YADAV,Indian National Congress,150206,377871,31,4,1,26,25,0,0,0,0,0,0,0,0,0,0,31,4,1,26,25,748595,NA,2364,750959,674206,0,49,674255,4,0,0,4,1422805,0,2413,1425218,463730,0,NA,NA,NA,NA,NA,458631,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,922361,0,0,3595,925956,0,64.969999999999999,922361,8264,914097,3595,67,3528,917625,0,8312,0
S27-5,Jharkhand-S27,Kodarma-GEN,2475,06/05/2019,23/05/2019,23/05/2019,ANNPURNA DEVI,Bharatiya Janata Party,753016,BABU LAL MARANDI,Jharkhand Vikas Morcha (Prajatantrik),297416,455600,16,3,1,12,11,2,0,0,2,1,0,0,0,0,0,18,3,1,14,12,958522,1,1999,960522,853546,0,41,853587,16,0,0,16,1812084,1,2040,1814125,594662,0,NA,NA,NA,NA,NA,613587,0,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,1208254,0,0,1407,1209661,0,66.670000000000002,1208254,31156,1177098,1407,128,1279,1178377,0,31164,0
S27-6,Jharkhand-S27,Giridih-GEN,2161,12/05/2019,23/05/2019,23/05/2019,Chandra Prakash Choudhary,AJSU Party,648277,Jagarnath Mahto,Jharkhand Mukti Morcha,399930,248347,24,8,3,13,11,2,0,0,2,2,0,0,0,0,0,26,8,3,15,13,877931,1,1629,879561,769764,0,69,769833,19,0,0,19,1647714,1,1698,1649413,576909,0,NA,NA,NA,NA,NA,526778,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,1103690,0,0,3466,1107156,0,67.109999999999999,1103690,19669,1084021,3466,277,3189,1087210,0,19708,0
S27-7,Jharkhand-S27,Dhanbad-GEN,2539,12/05/2019,23/05/2019,23/05/2019,PASHUPATI NATH SINGH,Bharatiya Janata Party,827234,KIRTI AZAD,Indian National Congress,341040,486194,26,8,0,18,16,2,0,0,2,2,0,0,0,0,0,28,8,0,20,18,1121554,4,4204,1125762,946640,1,197,946838,34,0,0,34,2068228,5,4401,2072634,681732,0,NA,NA,NA,NA,NA,567412,0,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,1249151,0,0,4114,1253265,0,60.450000000000003,1249151,4303,1244848,4114,491,3623,1248471,0,4346,0
S27-8,Jharkhand-S27,Ranchi-GEN,2376,06/05/2019,23/05/2019,23/05/2019,SANJAY SETH,Bharatiya Janata Party,706510,SUBODH KANT SAHAY,Indian National Congress,423730,282780,33,11,3,19,17,2,1,0,1,1,0,0,0,0,0,35,12,3,20,18,998370,22,4714,1003106,912504,6,290,912800,53,0,0,53,1910927,28,5004,1915959,641669,0,NA,NA,NA,NA,NA,589258,0,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,1230932,0,0,4682,1235614,0,64.450000000000003,1230932,4346,1226586,4682,721,3961,1230547,0,4379,0
S27-9,Jharkhand-S27,Jamshedpur-GEN,1885,12/05/2019,23/05/2019,23/05/2019,Bidyut Baran Mahato,Bharatiya Janata Party,679632,Champai Soren,Jharkhand Mukti Morcha,377542,302090,25,5,1,19,17,4,0,0,4,4,0,0,0,0,0,29,5,1,23,21,871101,2,1815,872918,830183,0,122,830305,56,0,0,56,1701340,2,1937,1703279,590506,0,NA,NA,NA,NA,NA,552796,0,NA,NA,NA,NA,NA,15,0,NA,NA,NA,NA,NA,1143317,0,0,1110,1144427,0,67.180000000000007,1143317,5802,1137515,1110,212,898,1138413,0,5813,0
S27-10,Jharkhand-S27,Singhbhum-ST,1715,12/05/2019,23/05/2019,23/05/2019,GEETA KORA,Indian National Congress,431815,LAXMAN GILUWA,Bharatiya Janata Party,359660,72155,9,2,0,7,6,2,0,0,2,1,0,0,0,0,0,11,2,0,9,7,634972,NA,1746,636718,633132,0,60,633192,7,0,0,7,1268111,0,1806,1269917,441917,0,NA,NA,NA,NA,NA,436562,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,878480,0,0,1036,879516,0,69.239999999999995,878480,24261,854219,1036,196,840,855059,0,24270,0
S27-11,Jharkhand-S27,Khunti-ST,1705,06/05/2019,23/05/2019,23/05/2019,ARJUN MUNDA,Bharatiya Janata Party,382638,KALI CHARAN MUNDA,Indian National Congress,381193,1445,16,9,0,7,5,4,0,0,4,4,0,0,0,0,0,20,9,0,11,9,601003,NA,3029,604032,598507,0,123,598630,2,0,0,2,1199512,0,3152,1202664,410870,0,NA,NA,NA,NA,NA,419556,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,830426,0,0,2408,832834,0,69.209999999999994,830426,21236,809190,2408,466,1942,811132,0,21245,0
S27-12,Jharkhand-S27,Lohardaga-ST,1747,29/04/2019,23/05/2019,23/05/2019,SUDARSHAN BHAGAT,Bharatiya Janata Party,371595,SUKHDEO BHAGAT,Indian National Congress,361232,10363,17,2,1,14,12,0,0,0,0,0,0,0,0,0,0,17,2,1,14,12,626099,NA,6496,632595,601405,0,279,601684,7,0,0,7,1227511,0,6775,1234286,404489,0,NA,NA,NA,NA,NA,409371,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,813860,0,0,4507,818367,0,66.239999999999995,813860,10770,803090,4507,830,3677,806767,0,10783,0
S27-13,Jharkhand-S27,Palamau-SC,2426,29/04/2019,23/05/2019,23/05/2019,VISHNU DAYAL RAM,Bharatiya Janata Party,755659,GHURAN RAM,Rashtriya Janata Dal,278053,477606,21,3,1,17,15,3,1,0,2,2,0,0,0,0,0,24,4,1,19,17,1011588,NA,4320,1015908,865466,0,67,865533,0,0,0,0,1877054,0,4387,1881441,626122,0,NA,NA,NA,NA,NA,579847,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1205969,0,0,4457,1210426,0,64.299999999999997,1205969,5762,1200207,4457,725,3732,1203939,0,5808,0
S27-14,Jharkhand-S27,Hazaribagh-GEN,2278,06/05/2019,23/05/2019,23/05/2019,JAYANT SINHA,Bharatiya Janata Party,728798,GOPAL PRASAD SAHU,Indian National Congress,249250,479548,17,2,0,15,13,1,0,0,1,1,0,0,0,0,0,18,2,0,16,14,884348,NA,2917,887265,780116,0,72,780188,12,0,0,12,1664476,0,2989,1667465,552495,0,NA,NA,NA,NA,NA,526659,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1079155,0,0,2227,1081382,0,64.819999999999993,1079155,7524,1071631,2227,468,1759,1073390,0,7539,0
S28-1,Uttarakhand-S28,Tehri Garhwal-GEN,2372,11/04/2019,23/05/2019,23/05/2019,MALA RAJYA LAXMI SHAH,Bharatiya Janata Party,565333,PRITAM SINGH,Indian National Congress,264747,300586,13,NA,0,13,12,2,0,0,2,1,0,0,0,0,0,15,0,0,15,13,775618,NA,12021,787639,705545,0,308,705853,51,0,0,51,1481214,0,12329,1493543,428054,0,NA,NA,NA,NA,NA,435743,0,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,863806,0,0,15377,879183,0,58.659999999999997,863806,6155,857651,15377,3235,12142,869793,0,6276,0
S28-2,Uttarakhand-S28,Garhwal-GEN,2244,11/04/2019,23/05/2019,23/05/2019,Tirath Singh Rawat,Bharatiya Janata Party,506980,Manish Khanduri,Indian National Congress,204311,302669,12,3,0,9,7,0,0,0,0,0,0,0,0,0,0,12,3,0,9,7,674627,NA,34010,708637,646703,0,423,647126,33,0,0,33,1321363,0,34433,1355796,330296,0,NA,NA,NA,NA,NA,391050,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,721349,0,0,26673,748022,0,54.789999999999999,721349,12181,709168,26673,5333,21340,730508,0,12276,0
S28-3,Uttarakhand-S28,Almora-SC,2154,11/04/2019,23/05/2019,23/05/2019,Ajay Tamta,Bharatiya Janata Party,444651,Pradeep Tamta,Indian National Congress,211665,232986,6,1,1,4,2,2,0,0,2,2,0,0,0,0,0,8,1,1,6,4,666962,NA,28121,695083,642123,0,597,642720,5,0,0,5,1309090,0,28718,1337808,309061,0,NA,NA,NA,NA,NA,368861,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,677924,0,0,21883,699807,0,51.909999999999997,677924,15311,662613,21883,5529,16354,678967,0,15505,1
S28-4,Uttarakhand-S28,Nainital-udhamsingh Nagar-GEN,2204,11/04/2019,23/05/2019,23/05/2019,Ajay Bhatt,Bharatiya Janata Party,772195,Harish Rawat,Indian National Congress,433099,339096,10,3,0,7,5,0,0,0,0,0,0,0,0,0,0,10,3,0,7,5,956194,NA,9787,965981,862051,0,375,862426,26,0,0,26,1818271,0,10162,1828433,647658,0,NA,NA,NA,NA,NA,601589,0,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,1249256,0,0,11754,1261010,0,68.829999999999998,1249256,10540,1238716,11754,2508,9246,1247962,0,10608,0
S28-5,Uttarakhand-S28,Hardwar-GEN,2255,11/04/2019,23/05/2019,23/05/2019,Ramesh Pokhriyal 'Nishank',Bharatiya Janata Party,665674,Ambrish Kumar,Indian National Congress,406945,258729,18,3,1,14,12,2,0,1,1,1,0,0,0,0,0,20,3,2,15,13,980529,NA,4987,985516,854878,0,216,855094,128,0,0,128,1835535,0,5203,1840738,671478,0,NA,NA,NA,NA,NA,593713,0,NA,NA,NA,NA,NA,22,0,NA,NA,NA,NA,NA,1265213,0,0,8180,1273393,0,69.049999999999997,1265213,6207,1259006,8180,2437,5743,1264749,0,6281,0
S29-1,Telangana-S29,Adilabad -ST,2079,11/04/2019,23/05/2019,23/05/2019,SOYAM BAPU RAO,Bharatiya Janata Party,377374,Godam Nagesh,Telangana Rashtra Samithi,318814,58560,15,3,2,10,7,1,0,0,1,1,0,0,0,0,0,16,3,2,11,8,730233,NA,1419,731652,758064,0,18,758082,56,0,0,56,1488353,0,1437,1489790,523054,0,NA,NA,NA,NA,NA,539832,0,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,1062895,0,0,1082,1063977,0,71.400000000000006,1062895,13030,1049865,1082,253,829,1050694,0,13036,0
S29-2,Telangana-S29,Peddapalle -SC,1827,11/04/2019,23/05/2019,23/05/2019,Venkatesh Netha Borlakunta,Telangana Rashtra Samithi,441321,Agam Chandrasekhar,Indian National Congress,346141,95180,25,10,0,15,13,2,0,0,2,2,0,0,0,0,0,27,10,0,17,15,739571,62,1004,740637,738338,8,25,738371,83,0,0,83,1477992,70,1029,1479091,484439,0,NA,NA,NA,NA,NA,484738,0,NA,NA,NA,NA,NA,21,0,NA,NA,NA,NA,NA,969198,0,0,967,970165,0,65.579999999999998,969198,8951,960247,967,134,833,961080,0,8971,0
S29-3,Telangana-S29,Karimnagar -GEN,2181,11/04/2019,23/05/2019,23/05/2019,BANDI SANJAY KUMAR,Bharatiya Janata Party,498276,BOIANAPALLI VINOD KUMAR,Telangana Rashtra Samithi,408768,89508,23,8,1,14,12,1,0,0,1,1,0,0,0,0,0,24,8,1,15,13,815145,85,632,815862,835615,14,18,835647,34,0,0,34,1650794,99,650,1651543,558800,0,NA,NA,NA,NA,NA,588108,0,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,1146915,0,0,1286,1148201,0,69.489999999999995,1146915,8352,1138563,1286,131,1155,1139718,0,7979,1
S29-4,Telangana-S29,Nizamabad-GEN,1788,11/04/2019,23/05/2019,23/05/2019,ARVIND DHARMAPURI,Bharatiya Janata Party,480584,KALVAKUNTLA KAVITHA,Telangana Rashtra Samithi,409709,70875,201,14,4,183,182,2,0,0,2,1,0,0,0,0,0,203,14,4,185,183,737445,98,531,738074,815259,7,16,815282,29,0,0,29,1552733,105,547,1553385,474024,0,NA,NA,NA,NA,NA,587594,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,1061622,0,0,1560,1063182,0,68.420000000000002,1061622,2029,1059593,1560,416,1144,1060737,0,2031,0
S29-5,Telangana-S29,Zahirabad-GEN,1940,11/04/2019,23/05/2019,23/05/2019,B.B.PATIL,Telangana Rashtra Samithi,434244,MADAN MOHAN RAO,Indian National Congress,428015,6229,17,NA,6,11,9,1,0,0,1,1,0,0,0,0,0,18,0,6,12,10,737455,24,664,738143,760455,1,6,760462,61,0,0,61,1497971,25,670,1498666,514518,0,NA,NA,NA,NA,NA,529323,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1043843,0,0,661,1044504,0,69.689999999999998,1043843,11138,1032705,661,141,520,1033225,0,11140,0
S29-6,Telangana-S29,Medak-GEN,2043,11/04/2019,23/05/2019,23/05/2019,Kotha Prabhakar Reddy,Telangana Rashtra Samithi,596048,Anil Kumar Gali,Indian National Congress,279621,316427,20,2,8,10,7,0,0,0,0,0,0,0,0,0,0,20,2,8,10,7,798836,NA,360,799196,804070,0,11,804081,41,0,0,41,1602947,0,371,1603318,581947,0,NA,NA,NA,NA,NA,567533,0,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,1149490,0,0,841,1150331,0,71.739999999999995,1149490,15383,1134107,841,115,726,1134833,0,15390,2
S29-7,Telangana-S29,Malkajgiri-GEN,2960,11/04/2019,23/05/2019,23/05/2019,ANUMULA REVANTH REDDY,Indian National Congress,603748,RAJASHEKAR REDDY MARRI,Telangana Rashtra Samithi,592829,10919,36,24,1,11,8,4,3,0,1,1,0,0,0,0,0,40,27,1,12,9,1637281,224,549,1638054,1511786,70,54,1511910,349,0,0,349,3149416,294,603,3150313,823072,0,NA,NA,NA,NA,NA,738294,0,NA,NA,NA,NA,NA,34,0,NA,NA,NA,NA,NA,1561400,0,0,2246,1563646,0,49.619999999999997,1561400,17867,1543533,2246,611,1635,1545168,0,17895,0
S29-8,Telangana-S29,Secundrabad-GEN,1809,11/04/2019,23/05/2019,23/05/2019,G . KISHAN REDDY,Bharatiya Janata Party,384780,TALASANI SAI KIRAN YADAV,Telangana Rashtra Samithi,322666,62114,47,19,2,26,23,4,2,0,2,2,0,0,0,0,0,51,21,2,28,25,1024704,213,111,1025028,943107,64,18,943189,59,0,0,59,1967870,277,129,1968276,488024,0,NA,NA,NA,NA,NA,426124,0,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,914154,0,0,1109,915263,0,46.490000000000002,914154,9019,905135,1109,176,933,906068,0,9038,0
